idnum,asutus.2014,struktuuriuksus.2014,allstruktuuriuksus.2014,ametikoht.2014,koormus.2014,põhipalk.2014,asutus.2015,struktuuriuksus.2015,allstruktuuriuksus.2015,ametikoht.2015,koormus.2015,põhipalk.2015
5700,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,839,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5701,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,775,Politsei- ja Piirivalveamet,patrullitalitus,NA,liikluspolitseinik,1.0,980
5702,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,menetlusteenistus,NA,uurija,1.0,1035
5703,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,831,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,993
5704,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,teenistuse vanem,1.0,1173,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnavanem,1.0,1243
5705,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,vanemkoerajuht,1.0,1183,Politsei- ja Piirivalveamet,patrullitalitus,NA,vanemkoerajuht,1.0,1184
5706,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1233
5707,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5708,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1203
5709,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5710,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrullitalitus,NA,valijuht,1.0,1193
5711,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,924,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1053
5712,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,896,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,noorsoopolitseinik,1.0,1025
5713,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,teenistuse vanem,1.0,1337,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,talituse juht,1.0,1663
5714,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,790
5715,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,725,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,755
5716,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,725,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,755
5717,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,vanemvaarteomenetleja,1.0,942,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vanemvaarteomenetleja,1.0,1103
5718,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond piirkondliku politseitoo teenistus,NA,vaarteomenetleja,1.0,812,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vaarteomenetleja,1.0,1010
5719,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Turi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,978,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,piirkonnapolitseinik,1.0,1117
5720,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Paide politseijaoskond Turi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,905,Politsei- ja Piirivalveamet,patrullitalitus,NA,patrullpolitseinik,1.0,980
5721,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond,NA,politseijaoskonna juht,1.0,1691,Politsei- ja Piirivalveamet,Parnumaa konstaablijaoskond,NA,piirkonnavanem,1.0,1691
5722,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Audru konstaablijaoskond,NA,piirkonnapolitseinik,1.0,924,Politsei- ja Piirivalveamet,menetlusteenistus,NA,nooremuurija,1.0,1003
5723,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Audru konstaablijaoskond,NA,piirkonnapolitseinik,1.0,978,Politsei- ja Piirivalveamet,menetlusteenistus,NA,juhtivuurija,1.0,1317
5724,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Audru konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
5725,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Audru konstaablijaoskond,NA,piirkonnapolitseinik,0.25,226,NA,NA,NA,NA,NA,NA
5726,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Audru konstaablijaoskond,NA,piirkonnavanem,1.0,1125,Politsei- ja Piirivalveamet,Parnumaa konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1125
5727,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Haademeeste konstaablijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,menetlusteenistus,NA,nooremuurija,1.0,1003
5728,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Haademeeste konstaablijaoskond,NA,piirkonnapolitseinik,0.25,227,NA,NA,NA,NA,NA,NA
5729,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Haademeeste konstaablijaoskond,NA,piirkonnavanem,1.0,1115,Politsei- ja Piirivalveamet,Parnumaa konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1179
5730,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Kilingi-Nõmme konstaablijaoskond,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,980
5731,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Kilingi-Nõmme konstaablijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,Parnumaa konstaablijaoskond,NA,noorsoopolitseinik,1.0,1043
5732,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Kilingi-Nõmme konstaablijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
5733,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Kilingi-Nõmme konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,985
5734,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,avariipolitseinik,1.0,837,NA,NA,NA,NA,NA,NA
5735,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,avariipolitseinik,1.0,884,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,avariipolitseinik,1.0,1028
5736,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,avariipolitseinik,1.0,832,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,avariipolitseinik,1.0,1005
5737,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,avariipolitseinik,1.0,827,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,avariipolitseinik,1.0,1000
5738,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,avariipolitseinik,1.0,894,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,avariipolitseinik,1.0,1028
5739,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,liikluspolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,1044
5740,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,liikluspolitseinik,1.0,793,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,993
5741,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,liikluspolitseinik,1.0,775,Politsei- ja Piirivalveamet,menetlusteenistus,NA,nooremuurija,1.0,980
5742,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,864,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
5743,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,775,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,975
5744,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,823,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,avariipolitseinik,1.0,1018
5745,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,775,NA,NA,NA,NA,NA,NA
5746,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,985
5747,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,891,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,1003
5748,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,775,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,975
5749,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,823,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
5750,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,985
5751,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,985
5752,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,817,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,980
5753,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,864,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
5754,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,785,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,985
5755,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,patrullpolitseinik,1.0,775,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,980
5756,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,teenistuse vanem,1.0,1305,Politsei- ja Piirivalveamet,Laane sisekontrollitalitus,NA,sisekontrolli vanemjalitusametnik,1.0,1550
5757,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,vanemavariipolitseinik,1.0,1084,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,valijuht,1.0,1257
5758,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,valijuht,1.0,1193
5759,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,valijuht,1.0,1076,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,valijuht,1.0,1203
5760,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,valijuht,1.0,1126,Politsei- ja Piirivalveamet,patrullitalitus,NA,talituse juht,1.0,1712
5761,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,valijuht,1.0,1180,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,valijuht,1.0,1297
5762,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond patrullteenistus,NA,valijuht,1.0,1207,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,liikluspolitseinik,1.0,1207
5763,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,896,NA,NA,NA,NA,NA,NA
5764,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,896,Politsei- ja Piirivalveamet,Parnu konstaablijaoskond,NA,noorsoopolitseinik,1.0,1025
5765,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,901,Politsei- ja Piirivalveamet,Parnu konstaablijaoskond,NA,noorsoopolitseinik,1.0,1030
5766,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,959,Politsei- ja Piirivalveamet,Parnu konstaablijaoskond,NA,noorsoopolitseinik,1.0,1094
5767,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,914,NA,NA,NA,NA,NA,NA
5768,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,901,Politsei- ja Piirivalveamet,menetlusteenistus,NA,nooremuurija,1.0,985
5769,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,914,Politsei- ja Piirivalveamet,menetlusteenistus,NA,nooremuurija,1.0,1003
5770,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,1119,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,koerajuht,1.0,1223
5771,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,noorsoopolitseinik,1.0,901,NA,NA,NA,NA,NA,NA
5772,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,teenistuse vanem,1.0,1446,Politsei- ja Piirivalveamet,teabeburoo,NA,vanemkorrakaitseametnik,1.0,1446
5773,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,795,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,830
5774,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,830
5775,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,745,NA,NA,NA,NA,NA,NA
5776,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,vanemspetsialist,1.0,745,Politsei- ja Piirivalveamet,ennetus- ja menetlustalitus,NA,vanemspetsialist,1.0,830
5777,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,vanemvaarteomenetleja,1.0,924,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vanemvaarteomenetleja,1.0,1075
5778,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond piirkondliku politseitoo teenistus,NA,vaarteomenetleja,1.0,812,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vaarteomenetleja,1.0,1018
5779,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu konstaablijaoskond,NA,piirkonnapolitseinik,1.0,958,Politsei- ja Piirivalveamet,Parnu konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1030
5780,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu konstaablijaoskond,NA,piirkonnapolitseinik,1.0,914,Politsei- ja Piirivalveamet,menetlusteenistus,NA,uurija,1.0,1043
5781,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu konstaablijaoskond,NA,piirkonnapolitseinik,1.0,924,Politsei- ja Piirivalveamet,menetlusteenistus,NA,vanemvaarteomenetleja,1.0,1103
5782,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu konstaablijaoskond,NA,piirkonnapolitseinik,1.0,900,Politsei- ja Piirivalveamet,Tartu konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1030
5783,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu konstaablijaoskond,NA,piirkonnavanem,1.0,1115,Politsei- ja Piirivalveamet,Parnu konstaablijaoskond,NA,piirkonnavanem,1.0,1309
5784,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu-Jaagupi konstaablijaoskond,NA,piirkonnapolitseinik,0.25,229,NA,NA,NA,NA,NA,NA
5785,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu-Jaagupi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,905,Politsei- ja Piirivalveamet,Parnumaa konstaablijaoskond,NA,piirkonnapolitseinik,1.0,1030
5786,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu-Jaagupi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
5787,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu-Jaagupi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,900,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,975
5788,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu-Jaagupi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,978,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,1057
5789,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Parnu-Jaagupi konstaablijaoskond,NA,piirkonnavanem,1.0,1135,NA,NA,NA,NA,NA,NA
5790,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Sindi konstaablijaoskond,NA,patrullpolitseinik,1.0,780,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,valijuht,1.0,1193
5791,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Sindi konstaablijaoskond,NA,patrullpolitseinik,1.0,799,Politsei- ja Piirivalveamet,Parnu arestikamber,NA,arestimaja politseinik,1.0,985
5792,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Sindi konstaablijaoskond,NA,patrullpolitseinik,1.0,775,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,975
5793,Politsei- ja Piirivalveamet,Laane prefektuur korrakaitseburoo Parnu politseijaoskond Sindi konstaablijaoskond,NA,piirkonnapolitseinik,1.0,906,Politsei- ja Piirivalveamet,patrulli- ja liiklusjarelevalvetalitus,NA,patrullpolitseinik,1.0,993
