"sugu","vanus","vanus3","lapsed","emaharidus","isaharidus","kaaslane","staatus3","tervis","haridus","haridustase","sissetulek","meeldib_oppida","literacy","numeracy","psolvskills"
"Mees",24,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",342.155,313.313,314.446
"Naine",38,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",644.475,"Suurel määral",239.039,271.182,264.809
"Mees",28,"25-49","Ei","Kõrg","Kõrg","Jah","Hõivatud","Hea","Kesk","Keskmine",2591.86,"Mõningal määral",273.993,249.757,257.359
"Naine",16,"16-24","Ei","Kõrg","Kesk","Ei","Mitteaktiivne","Rahuldav","Põhi","Keskmine",NA,"Mõningal määral",223.779,188.826,233.894
"Naine",60,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",749.704,"Väga suurel määral",217.434,237.981,238.2
"Mees",20,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",1100.63,"Suurel määral",265.934,291.464,307.82
"Naine",47,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",552.33,"Suurel määral",249.066,251.317,247.909
"Mees",45,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",1556.78,"Suurel määral",340.308,361.235,NA
"Mees",37,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",539.172,"Suurel määral",263.82,258.085,287.046
"Naine",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",317.351,312.39,324.538
"Naine",52,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",490,"Väga suurel määral",277.355,264.165,270.04
"Mees",60,"50+","Jah","Põhi","Kõrg","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",262.278,238.457,NA
"Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",279.751,271.738,284.539
"Naine",60,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",286.534,"Suurel määral",219.109,242.864,245.808
"Naine",41,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",2624.75,"Suurel määral",308.926,283.045,NA
"Naine",29,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1276.03,"Väga suurel määral",296.592,293.566,322.205
"Naine",17,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Mõningal määral",237.284,219.411,262.997
"Naine",34,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",381.273,"Mõningal määral",300.95,316.413,NA
"Naine",23,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",885.234,"Suurel määral",264.46,246.185,242.968
"Naine",50,"50+","Jah","Kõrg","Kõrg","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",260.551,292.746,NA
"Mees",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",2773.33,"Mõningal määral",258.229,280.788,291.044
"Naine",31,"25-49","Jah","Kõrg","Kesk","Jah","Töötu","Hea","Rakenduskõrg","Kõrge",NA,"Mõningal määral",304.708,319.56,325.221
"Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Töötu","Hea","Põhi","Madal",NA,"Suurel määral",203.946,243.917,220.743
"Mees",56,"50+","Jah","Kõrg","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",1276.03,"Suurel määral",241.666,291.926,292.223
"Naine",49,"25-49","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",473.381,"Suurel määral",222.147,241.316,223.261
"Naine",59,"50+","Jah","Kesk","Kõrg",NA,"Hõivatud","Halb","Rakenduskõrg","Kõrge",NA,"Mõningal määral",292.997,290.874,NA
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Väga hea","Rakenduskõrg","Kõrge",NA,"Väga suurel määral",270.34,260.168,256.522
"Naine",29,"25-49","Ei","Põhi","Põhi",NA,"Hõivatud","Suurepärane","Kesk","Keskmine",1012.87,"Väga vähe",231.423,218.214,265.222
"Naine",65,"50+","Ei","Põhi","Põhi","Jah","Hõivatud","Halb","Põhi","Madal",315.482,"Mõningal määral",261.644,225.433,NA
"Naine",24,"16-24","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Põhi","Madal",416.399,"Väga suurel määral",259.131,195.097,242.606
"Naine",41,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",304.037,327.73,313.011
"Mees",59,"50+","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Üldse mitte",196.047,212.451,NA
"Naine",62,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",281.692,253.207,NA
"Mees",22,"16-24","Ei","Kesk","Põhi","Ei","Töötu","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",281.491,262.214,246.467
"Mees",40,"25-49","Jah","Kõrg","Kõrg","Ei","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",316.601,278.974,296.927
"Mees",61,"50+","Jah",NA,"Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",644.475,"Mõningal määral",180.151,184.541,NA
"Naine",29,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",947.078,"Suurel määral",319.799,288.101,320.53
"Mees",23,"16-24","Ei","Kesk","Kesk","Jah","Hõivatud","Väga hea","Põhi","Madal",NA,"Väga suurel määral",281.476,278.76,303.177
"Mees",23,"16-24","Ei","Kõrg","Kõrg",NA,"Hõivatud","Hea","Põhi","Madal",1276.03,"Mõningal määral",260.037,284.58,266
"Naine",33,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",2600,"Väga suurel määral",377.573,354.988,NA
"Mees",35,"25-49","Ei","Põhi","Põhi","Jah","Hõivatud","Väga hea","Põhi","Madal",3033.33,"Suurel määral",233.418,236.339,202.674
"Naine",52,"50+","Jah","Põhi","Põhi",NA,"Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",201.484,189.172,197.195
"Naine",42,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",650,"Mõningal määral",288.784,248.751,280.434
"Naine",41,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",947.078,"Suurel määral",359.304,324.485,309.518
"Mees",48,"25-49","Jah","Põhi","Põhi","Ei","Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",233.64,238.486,253.313
"Mees",46,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1802.36,"Suurel määral",284.439,365.311,301.912
"Naine",38,"25-49","Jah","Põhi","Kesk","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Suurel määral",295.392,230.065,NA
"Naine",38,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",433.333,"Mõningal määral",220.884,211.712,208.667
"Naine",54,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",381.273,"Mõningal määral",273.034,247.188,NA
"Mees",56,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",2062.9,"Mõningal määral",288.806,314.863,251.092
"Mees",35,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1933.95,"Väga suurel määral",325.564,301.586,320.294
"Mees",58,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Põhi","Madal",328.64,"Väga vähe",290.451,232.894,NA
"Naine",39,"25-49","Jah","Kesk","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",244.114,209.307,NA
"Mees",52,"50+","Jah","Põhi","Kesk","Ei","Mitteaktiivne","Halb","Kesk","Keskmine",NA,"Mõningal määral",286.154,269.251,NA
"Mees",36,"25-49","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",NA,"Mõningal määral",254.798,251.523,270.619
"Mees",64,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",420.748,"Suurel määral",301.56,298.928,NA
"Naine",31,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",257.642,320.343,246.366
"Naine",41,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Kesk","Keskmine",749.704,"Väga vähe",257.842,261.976,263.949
"Naine",52,"50+","Jah","Kesk","Kesk","Ei","Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Suurel määral",267.306,260.443,234.264
"Naine",38,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Väga hea","Kesk","Keskmine",289.166,"Suurel määral",284.584,272.341,269.054
"Naine",59,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",301.772,308.851,242.482
"Naine",54,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",881.286,"Suurel määral",299.906,269.826,NA
"Naine",64,"50+","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",130,"Suurel määral",271.284,303.201,240.909
"Mees",22,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Hea","Kesk","Keskmine",NA,"Suurel määral",327.975,325.342,357.768
"Mees",28,"25-49","Ei","Kõrg","Kesk","Ei","Töötu","Hea","Kesk","Keskmine",NA,"Mõningal määral",283.211,263.421,NA
"Mees",64,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",274.142,263.709,NA
"Naine",50,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1265.51,"Väga suurel määral",300.752,294.592,278.892
"Mees",50,"50+","Ei",NA,NA,"Jah","Hõivatud","Rahuldav","Põhi","Madal",346.667,"Mõningal määral",251.593,194.003,NA
"Mees",30,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",1276.03,"Suurel määral",228.104,244.489,218.209
"Naine",63,"50+","Jah","Kesk","Kõrg",NA,"Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",306.461,331.321,NA
"Naine",43,"25-49","Jah","Põhi",NA,"Jah","Hõivatud","Rahuldav","Kesk","Keskmine",354.957,"Mõningal määral",227.865,206.905,NA
"Naine",23,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",460.223,"Väga suurel määral",335.994,376.708,354.408
"Naine",39,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",872.551,"Suurel määral",295.617,291.245,273.163
"Naine",16,"16-24","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",270.102,228.92,246.43
"Naine",56,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",565.489,"Väga vähe",242.263,229.375,NA
"Naine",51,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Halb","Kesk","Keskmine",565.489,"Üldse mitte",120.879,188.412,NA
"Naine",42,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",503.645,"Suurel määral",242.769,238.34,227.952
"Naine",21,"16-24","Jah","Kõrg","Kesk","Jah","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Mõningal määral",280.224,304.773,322.178
"Naine",19,"16-24","Ei","Põhi","Põhi","Ei","Hõivatud","Hea","Põhi","Madal",NA,"Suurel määral",251.599,254.584,287.459
"Mees",57,"50+","Jah","Kesk","Kõrg","Jah","Töötu","Hea","Kesk","Keskmine",NA,"Suurel määral",202.338,150.793,239.015
"Mees",17,"16-24","Ei","Kesk","Põhi","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",327.232,274.056,301.267
"Mees",53,"50+","Jah","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Väga suurel määral",283.599,274.409,NA
"Mees",48,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Halb","Kesk","Keskmine",NA,"Väga vähe",265.199,234.535,254.811
"Mees",49,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Suurel määral",334.369,333.692,280.214
"Naine",54,"50+","Jah","Põhi","Kesk","Ei","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",572,"Suurel määral",231.507,208.115,226.269
"Mees",21,"16-24","Ei","Kesk","Kesk",NA,"Hõivatud","Suurepärane","Põhi","Madal",NA,"Väga suurel määral",296.315,303.638,303.711
"Naine",61,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",NA,"Üldse mitte",195.914,231.349,214.716
"Naine",37,"25-49","Jah","Kesk","Põhi","Jah","Hõivatud","Suurepärane","Rakenduskõrg","Kõrge",486.539,"Suurel määral",283.874,294.691,279.843
"Naine",19,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Väga suurel määral",322.329,258.514,NA
"Naine",63,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Hea","Põhi","Madal",NA,"Suurel määral",236.916,225.625,NA
"Naine",21,"16-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mees",23,"16-24","Ei","Kõrg","Kõrg","Ei","Hõivatud","Hea","Kesk","Keskmine",1276.03,"Mõningal määral",276.614,235.925,246.662
"Mees",62,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",244.595,248.691,NA
"Naine",59,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",387.852,"Mõningal määral",293.103,259.879,239.798
"Mees",63,"50+","Ei",NA,"Põhi",NA,"Mitteaktiivne","Halb","Põhi","Madal",NA,"Väga vähe",249.824,248.03,NA
"Naine",58,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",749.704,"Suurel määral",319.673,352.988,NA
"Naine",32,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Põhi","Madal",618.121,"Väga suurel määral",241.306,212.802,274.944
"Naine",57,"50+","Jah","Põhi","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1386.67,"Suurel määral",286.075,279.392,247.448
"Naine",36,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",459,"Mõningal määral",291.856,254.216,246.615
"Mees",20,"16-24","Ei","Kesk","Kesk","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",250.094,180.987,202.938
"Mees",52,"50+","Jah","Kõrg","Kõrg","Jah","Hõivatud","Halb","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",287.503,347.087,270.343
"Naine",47,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",283.902,"Mõningal määral",250.999,271.552,277.568
"Naine",54,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Mõningal määral",202.226,209.178,201.492
"Naine",53,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Väga hea","Põhi","Madal",480,"Mõningal määral",302.502,286.355,NA
"Naine",43,"25-49","Jah","Kõrg","Kesk","Ei","Hõivatud","Rahuldav","Kesk","Keskmine",394.431,"Suurel määral",249.762,230.761,NA
"Naine",65,"50+","Jah","Põhi",NA,"Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Suurel määral",226.346,252.072,NA
"Naine",43,"25-49","Jah","Põhi","Põhi","Jah","Töötu","Hea","Kesk","Keskmine",NA,"Väga suurel määral",241.277,249.982,257.232
"Mees",64,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Kesk","Keskmine",618.121,"Väga vähe",328.867,300.576,NA
"Mees",26,"25-49","Jah","Kesk",NA,"Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",644.475,"Mõningal määral",273.447,254.287,NA
"Mees",65,"50+","Jah","Põhi","Põhi",NA,"Hõivatud","Hea","Põhi","Madal",416.399,"Väga vähe",296.473,243.268,NA
"Naine",54,"50+","Ei",NA,NA,NA,"Mitteaktiivne","Rahuldav","Rakenduskõrg","Kõrge",NA,"Üldse mitte",236.475,192.943,NA
"Mees",62,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",1012.87,"Väga suurel määral",245.512,303.351,278.539
"Mees",35,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk-järgne kutse","Keskmine",618.121,"Suurel määral",276.295,293.468,308.297
"Mees",41,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",2591.86,"Suurel määral",302.652,309.767,293.952
"Mees",18,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Väga hea","Põhi","Madal",NA,"Suurel määral",261.024,284.199,273.008
"Mees",64,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Hea","Rakenduskõrg","Kõrge",NA,"Suurel määral",259.695,271.658,NA
"Mees",22,"16-24","Jah","Põhi","Kesk","Jah","Töötu","Suurepärane","Rakenduskõrg","Kõrge",NA,"Mõningal määral",203.851,256.944,203.481
"Mees",58,"50+","Jah","Põhi","Põhi",NA,"Mitteaktiivne","Halb","Põhi","Madal",NA,"Mõningal määral",217.442,238.647,NA
"Mees",56,"50+","Jah","Põhi","Põhi",NA,"Töötu","Rahuldav","Rakenduskõrg","Kõrge",NA,"Mõningal määral",274.151,257.558,NA
"Mees",51,"50+","Jah","Kõrg","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",736.546,"Mõningal määral",338.424,347.634,312.522
"Mees",53,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk","Keskmine",881.286,"Mõningal määral",265.525,267.188,NA
"Naine",46,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",296.241,313.69,287.423
"Mees",40,"25-49","Ei","Kõrg","Põhi","Ei","Töötu","Halb","Kesk","Keskmine",NA,"Väga vähe",173.57,160.607,NA
"Naine",47,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Rakenduskõrg","Kõrge",330.834,"Suurel määral",263.58,265.315,NA
"Naine",24,"16-24","Ei","Põhi","Põhi","Jah","Töötu","Rahuldav","Kesk","Keskmine",NA,"Suurel määral",288.873,253.422,269.038
"Mees",56,"50+","Ei","Põhi","Põhi","Ei","Mitteaktiivne","Rahuldav","Kesk","Keskmine",NA,"Üldse mitte",194.148,193.913,NA
"Naine",17,"16-24","Ei","Kesk","Kesk","Ei","Töötu","Rahuldav","Põhi","Madal",NA,"Väga suurel määral",162.359,174.483,183.572
"Naine",61,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Põhi","Madal",NA,"Väga vähe",287.752,252.212,NA
"Naine",63,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga suurel määral",285.938,283.073,NA
"Naine",65,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Kesk","Keskmine",618.121,"Suurel määral",254.864,247.704,NA
"Mees",51,"50+","Jah",NA,NA,"Jah","Hõivatud","Rahuldav","Põhi","Madal",260,"Üldse mitte",187.16,160.587,NA
"Naine",27,"25-49","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",1078.66,"Suurel määral",352.272,341.368,329.717
"Mees",25,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Rakenduskõrg","Kõrge",881.286,"Suurel määral",328.629,333.422,311.21
"Naine",53,"50+","Jah","Kesk","Kõrg","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",999.711,"Suurel määral",301.108,306.156,293.117
"Naine",43,"25-49","Jah","Kõrg","Põhi","Jah","Hõivatud","Hea","Rakenduskõrg","Kõrge",500,"Suurel määral",303.191,301.618,286.962
"Naine",64,"50+","Jah","Põhi","Põhi","Ei","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",277.333,"Üldse mitte",269.402,317.079,NA
"Naine",44,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Suurepärane","Kesk","Keskmine",870,"Suurel määral",333.288,308.349,NA
"Naine",62,"50+","Jah","Põhi","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",799.705,"Mõningal määral",248.884,287.205,229.114
"Mees",47,"25-49","Jah","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",1300,"Mõningal määral",290.877,277.495,NA
"Naine",34,"25-49","Jah","Põhi","Kõrg","Jah","Hõivatud","Hea","Põhi","Madal",346.667,"Mõningal määral",228.055,233.04,246.769
"Mees",46,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1000,"Mõningal määral",296.992,301.353,286.645
"Mees",48,"25-49","Jah","Põhi","Põhi",NA,"Hõivatud","Rahuldav","Põhi","Madal",381.273,"Suurel määral",195.31,215.841,NA
"Naine",57,"50+","Jah","Põhi","Kesk",NA,"Hõivatud","Hea","Rakenduskõrg","Kõrge",530,"Suurel määral",267.536,266.425,256.76
"Mees",20,"16-24","Ei","Kesk","Kesk","Ei","Mitteaktiivne","Hea","Põhi","Madal",NA,"Mõningal määral",293.666,263.811,306.414
"Mees",63,"50+","Jah","Kõrg","Põhi","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",735,"Mõningal määral",215.525,193.195,207.455
"Naine",23,"16-24","Jah","Kõrg","Kesk","Jah","Hõivatud","Suurepärane","Akadeemiline kõrg","Kõrge",532.593,"Suurel määral",333.108,297.605,331.06
"Naine",59,"50+","Jah","Kesk","Põhi","Jah","Hõivatud","Rahuldav","Kesk-järgne kutse","Keskmine",350,"Suurel määral",286.106,285.969,267.185
"Mees",38,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",1980,"Suurel määral",328.065,330.255,318.778
"Naine",30,"25-49","Jah","Kõrg","Kesk","Jah","Hõivatud","Väga hea","Akadeemiline kõrg","Kõrge",881.286,"Väga suurel määral",290.571,272.543,299.23
"Mees",29,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Suurepärane","Kesk","Keskmine",3600,"Väga suurel määral",317.987,329.118,316.841
"Mees",23,"16-24","Ei","Kesk","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",1458.33,"Mõningal määral",309.994,247.894,262.035
"Mees",22,"16-24","Ei","Kõrg","Kõrg","Ei","Mitteaktiivne","Väga hea","Kesk","Keskmine",NA,"Väga suurel määral",342.879,322.192,299.237
"Naine",35,"25-49","Jah","Põhi","Kesk","Jah","Hõivatud","Väga hea","Kesk","Keskmine",802.337,"Väga suurel määral",295.473,257.202,300.732
"Mees",21,"16-24","Ei","Kõrg","Kesk","Ei","Hõivatud","Väga hea","Kesk","Keskmine",1955.88,"Mõningal määral",346.968,316.504,321.352
"Mees",40,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Hea","Akadeemiline kõrg","Kõrge",NA,"Mõningal määral",354.689,336.202,339.24
"Naine",33,"25-49","Jah","Põhi","Põhi","Jah","Hõivatud","Hea","Kesk","Keskmine",NA,"Mõningal määral",299.909,288.467,252.902
"Naine",42,"25-49","Jah","Kesk","Kesk","Jah","Hõivatud","Rahuldav","Akadeemiline kõrg","Kõrge",NA,"Väga suurel määral",285.075,263.452,272.45
"Naine",65,"50+","Jah","Põhi","Põhi","Jah","Mitteaktiivne","Rahuldav","Põhi","Madal",NA,"Väga vähe",175.744,162.953,NA
"Mees",27,"25-49","Ei","Kesk","Kesk","Jah","Hõivatud","Väga hea","Kesk-järgne kutse","Keskmine",1328.7,"Suurel määral",294.219,305.503,292.401
"Mees",38,"25-49","Jah","Kõrg","Kõrg","Jah","Hõivatud","Suurepärane","Põhi","Madal",1276.03,"Väga suurel määral",220.062,210.151,227.002
"Naine",41,"25-49","Jah","Põhi","Põhi","Ei","Hõivatud","Hea","Rakenduskõrg","Kõrge",297,"Väga vähe",274.18,223.821,NA
